"show","episode","season","episode_num","startYear","runtimeMinutes","ep_rating","ep_votes","show_rating","show_votes"
"House","Teamwork",6,7,2009,43,8.1,2172,8.7,465112
"House","Ignorance Is Bliss",6,8,2009,43,8.3,2149,8.7,465112
"House","Wilson",6,9,2009,43,8.8,2785,8.7,465112
"House","The Down Low",6,10,2010,43,8.8,2703,8.7,465112
"House","Remorse",6,11,2010,43,8.6,2337,8.7,465112
"House","Moving the Chains",6,12,2010,43,7.9,2034,8.7,465112
"House","5 to 9",6,13,2010,43,8.5,2960,8.7,465112
"House","Private Lives",6,14,2010,43,8,2142,8.7,465112
"House","Black Hole",6,15,2010,43,8,2090,8.7,465112
"House","Lockdown",6,16,2010,43,8.8,2800,8.7,465112
"House","Knight Fall",6,17,2010,43,7.8,2018,8.7,465112
"House","Open and Shut",6,18,2010,43,7.8,1991,8.7,465112
"House","The Choice",6,19,2010,43,8.1,2067,8.7,465112
"House","Baggage",6,20,2010,43,8.8,2622,8.7,465112
"House","Help Me",6,21,2010,43,9.5,4774,8.7,465112
"House","Now What?",7,1,2010,43,8.2,2592,8.7,465112
"House","Selfish",7,2,2010,43,8.6,2274,8.7,465112
"House","Unwritten",7,3,2010,43,8.2,2042,8.7,465112
"House","Massage Therapy",7,4,2010,44,7.8,1936,8.7,465112
"House","Unplanned Parenthood",7,5,2010,44,8.1,2031,8.7,465112
"House","Office Politics",7,6,2010,43,8,1938,8.7,465112
"House","A Pox on Our House",7,7,2010,43,8.6,2328,8.7,465112
"House","Small Sacrifices",7,8,2010,43,7.7,1937,8.7,465112
"House","Larger Than Life",7,9,2011,43,8.3,2041,8.7,465112
"House","Carrot or Stick",7,10,2011,43,7.9,1911,8.7,465112
"House","Family Practice",7,11,2011,44,8.5,2149,8.7,465112
"House","You Must Remember This",7,12,2011,44,7.8,1889,8.7,465112
"House","Two Stories",7,13,2011,44,8.8,2924,8.7,465112
"House","Recession Proof",7,14,2011,44,7.8,1916,8.7,465112
"House","Bombshells",7,15,2011,44,8.5,2655,8.7,465112
"House","Out of the Chute",7,16,2011,43,8.8,2671,8.7,465112
"House","Fall from Grace",7,17,2011,44,8.3,2158,8.7,465112
"House","The Dig",7,18,2011,43,8.8,2499,8.7,465112
"House","Last Temptation",7,19,2011,43,8.4,2021,8.7,465112
"House","Changes",7,20,2011,43,7.8,1798,8.7,465112
"House","The Fix",7,21,2011,43,7.7,1805,8.7,465112
"House","After Hours",7,22,2011,43,9.1,2949,8.7,465112
"House","Moving On",7,23,2011,44,8.4,2631,8.7,465112
"House","Twenty Vicodin",8,1,2011,44,8.8,3002,8.7,465112
"House","Transplant",8,2,2011,44,8.1,2141,8.7,465112
"House","Charity Case",8,3,2011,44,8.1,2069,8.7,465112
"House","Risky Business",8,4,2011,44,7.8,1914,8.7,465112
"House","The Confession",8,5,2011,44,8.3,1993,8.7,465112
"House","Parents",8,6,2011,44,7.9,1810,8.7,465112
"House","Dead & Buried",8,7,2011,44,8.2,1899,8.7,465112
"House","Perils of Paranoia",8,8,2011,44,7.8,1849,8.7,465112
"House","Better Half",8,9,2012,44,8,1890,8.7,465112
"House","Runaways",8,10,2012,44,7.7,1822,8.7,465112
"House","Nobody's Fault",8,11,2012,44,9.1,3012,8.7,465112
"House","Chase",8,12,2012,44,8.8,2552,8.7,465112
"House","Man of the House",8,13,2012,44,8,1808,8.7,465112
"House","Love Is Blind",8,14,2012,45,7.9,1883,8.7,465112
"House","Blowing the Whistle",8,15,2012,44,7.4,1792,8.7,465112
"House","Gut Check",8,16,2012,45,7.6,1786,8.7,465112
"House","We Need the Eggs",8,17,2012,44,7.8,1821,8.7,465112
"House","Body and Soul",8,18,2012,44,7.9,1941,8.7,465112
"House","The C Word",8,19,2012,44,9,2805,8.7,465112
"House","Post Mortem",8,20,2012,44,8.7,2186,8.7,465112
"House","Holding On",8,21,2012,45,9,2625,8.7,465112
"House","Everybody Dies",8,22,2012,44,9.3,5771,8.7,465112
"Monster","Herr Doktor Tenma",1,1,2004,23,8.2,864,8.7,31422
"Monster","Downfall",1,2,2004,23,8.3,735,8.7,31422
"Monster","Murder Case",1,3,2004,23,7.9,685,8.7,31422
"Monster","Night of Punishment",1,4,2004,23,9,862,8.7,31422
"Monster","The Girl from Heidelberg",1,5,2004,23,7.9,618,8.7,31422
"Monster","Reported Disappearance",1,6,2004,23,8.3,592,8.7,31422
"Monster","Mansion of Tragedy",1,7,2004,23,8.3,585,8.7,31422
"Monster","The Fugitive",1,8,2004,23,7.4,542,8.7,31422
"Monster","Rouhei to shoujo",1,9,2004,23,8.5,618,8.7,31422
"Monster","The Past That Was Erased",1,10,2004,23,7.6,510,8.7,31422
"Monster","Kinderheim 511",1,11,2004,23,8.2,510,8.7,31422
"Monster","A Meaker Little Experiment",1,12,2004,23,8.4,520,8.7,31422
"Monster","Petra and Schumann",1,13,2004,23,8.1,500,8.7,31422
"Monster","The Only Man Left, the Only Woman Left",1,14,2004,23,7.8,485,8.7,31422
"Monster","Be My Baby",1,15,2004,23,7.9,468,8.7,31422
"Monster","Wolf's Confession",1,16,2004,23,8.1,453,8.7,31422
"Monster","Reunion",1,17,2004,23,8.5,482,8.7,31422
"Monster","The Fifth Spoonful of Sugar",1,18,2004,23,8,470,8.7,31422
"Monster","Abyss of the Monster",1,19,2004,23,8.7,511,8.7,31422
"Monster","Journey to Freiham",1,20,2004,23,7.7,470,8.7,31422
"Monster","Happy Holidays",1,21,2004,23,8.6,478,8.7,31422
"Monster","Lunge's Trap",1,22,2004,23,9,552,8.7,31422
"Monster","Eva's Confession",1,23,2004,23,7.7,437,8.7,31422
"Monster","Of Men and Dining",1,24,2004,23,8.1,433,8.7,31422
"Monster","Thursday's Boy",1,25,2004,23,7.5,433,8.7,31422
"Monster","The Secret Woods",1,26,2004,23,7.8,425,8.7,31422
"Monster","Proof",1,27,2004,23,8.1,426,8.7,31422
"Monster","Just One Case",1,28,2004,23,8.6,458,8.7,31422
"Monster","Execution",1,29,2004,23,9.4,875,8.7,31422
"Monster","Decision",1,30,2004,23,9,505,8.7,31422
"Monster","In Broad Daylight",1,31,2004,23,8,398,8.7,31422
"Monster","Sanctuary",1,32,2004,23,7.6,392,8.7,31422
"Monster","A Child's View",1,33,2004,23,8,398,8.7,31422
"Monster","At the Edge of Darkness",1,34,2004,23,7.9,394,8.7,31422
"Monster","My Nameless Hero",1,35,2004,23,7.6,391,8.7,31422
"Monster","The Monster of Chaos",1,36,2004,23,8.4,407,8.7,31422
"Monster","Namae no nai kaibutsu",1,37,2005,23,9.4,770,8.7,31422
"Monster","The Demon in My Eyes",1,38,2005,23,8.7,445,8.7,31422
"Monster","The Hell in His Eyes",1,39,2005,23,8,389,8.7,31422
"Monster","Grimmer",1,40,2005,25,7.9,390,8.7,31422
"Monster","Ghosts of 511",1,41,2005,23,8,373,8.7,31422
"Monster","The Adventures of the Magnificent Steiner",1,42,2005,23,8.2,376,8.7,31422
"Monster","Jan Suk",1,43,2005,23,7.8,365,8.7,31422
"Monster","Two Darknesses",1,44,2005,23,8.6,444,8.7,31422
"Monster","The Monster Afterimage",1,45,2005,23,8.2,364,8.7,31422
"Monster","Point of Contact",1,46,2005,23,8.5,398,8.7,31422
"Monster","The Door to Nightmares",1,47,2005,23,8.3,371,8.7,31422
"Monster","The Scariest Thing",1,48,2005,23,8.2,356,8.7,31422
"Monster","The Cruelest Thing",1,49,2005,23,9.1,565,8.7,31422
"Monster","Mansion of Roses",1,50,2005,25,8.2,358,8.7,31422
"Monster","Monster's Love Letter",1,51,2005,23,8.1,352,8.7,31422
"Monster","Lawyer",1,52,2005,23,7.8,350,8.7,31422
"Monster","Determination",1,53,2005,23,7.8,346,8.7,31422
"Monster","Escape",1,54,2005,23,8.1,356,8.7,31422
"Monster","Room 402",1,55,2005,23,7.9,350,8.7,31422
"Monster","The Unending Journey",1,56,2005,23,8.3,371,8.7,31422
"Monster","That Night",1,57,2005,23,8.1,360,8.7,31422
"Monster","Unwanted Job",1,58,2005,23,7.8,362,8.7,31422
"Monster","The Man Who Saw the Devil",1,59,2005,23,8.4,369,8.7,31422
"Monster","The Man Who Knew Too Much",1,60,2005,23,8.6,382,8.7,31422
"Monster","The Door of Memory",1,61,2005,23,8,351,8.7,31422
"Monster","A Fun Meal",1,62,2005,23,7.9,349,8.7,31422
"Monster","Unrelated Murders",1,63,2005,23,8.2,352,8.7,31422
"Monster","The Baby's Depression",1,64,2005,23,8.3,354,8.7,31422
"Monster","Johan's Footprints",1,65,2005,23,8.1,352,8.7,31422
"Monster","Welcome Back",1,66,2005,23,8.7,408,8.7,31422
"Monster","I'm Home",1,67,2005,23,9,463,8.7,31422
"Monster","Ruhenheim",1,68,2005,23,7.7,375,8.7,31422
"Monster","A Peaceful Home",1,69,2005,23,8.6,399,8.7,31422
"Monster","The Town of Slaughter",1,70,2005,23,8.6,419,8.7,31422
"Monster","The Magnificent Steiner's Rage",1,71,2005,23,9.5,807,8.7,31422
"Monster","Man Without a Name",1,72,2005,23,8.9,496,8.7,31422
"Monster","The Landscape of the End",1,73,2005,23,9.5,1081,8.7,31422
"Monster","The Real Monster",1,74,2005,23,9.1,702,8.7,31422
"Friday Night Lights","Pilot",1,1,2006,43,8.4,1314,8.7,67090
"Friday Night Lights","Eyes Wide Open",1,2,2006,43,7.7,866,8.7,67090
"Friday Night Lights","Wind Sprints",1,3,2006,43,7.7,823,8.7,67090
"Friday Night Lights","Who's Your Daddy",1,4,2006,43,7.6,781,8.7,67090
"Friday Night Lights","Git'er Done",1,5,2006,43,7.9,779,8.7,67090
"Friday Night Lights","El Accidente",1,6,2006,43,7.7,733,8.7,67090
"Friday Night Lights","Homecoming",1,7,2006,43,7.7,738,8.7,67090
"Friday Night Lights","Crossing the Line",1,8,2006,43,7.8,730,8.7,67090
"Friday Night Lights","Full Hearts",1,9,2006,43,7.9,716,8.7,67090
"Friday Night Lights","It's Different for Girls",1,10,2006,43,7.9,705,8.7,67090
"Friday Night Lights","Nevermind",1,11,2007,43,8,707,8.7,67090
"Friday Night Lights","What to Do While You're Waiting",1,12,2007,60,7.7,690,8.7,67090
"Friday Night Lights","Little Girl I Wanna Marry You",1,13,2007,43,7.8,685,8.7,67090
"Friday Night Lights","Upping the Ante",1,14,2007,43,7.8,661,8.7,67090
"Friday Night Lights","Blinders",1,15,2007,43,7.8,707,8.7,67090
"Friday Night Lights","Black Eyes and Broken Hearts",1,16,2007,43,8.4,694,8.7,67090
"Friday Night Lights","I Think We Should Have Sex",1,17,2007,43,8.1,686,8.7,67090
"Friday Night Lights","Extended Families",1,18,2007,43,7.8,616,8.7,67090
"Friday Night Lights","Ch-Ch-Ch-Ch-Changes",1,19,2007,43,8.1,628,8.7,67090
"Friday Night Lights","Mud Bowl",1,20,2007,43,8.8,762,8.7,67090
"Friday Night Lights","Best Laid Plans",1,21,2007,43,8.1,614,8.7,67090
"Friday Night Lights","State",1,22,2007,43,8.8,754,8.7,67090
"Friday Night Lights","Last Days of Summer",2,1,2007,43,7.6,581,8.7,67090
"Friday Night Lights","Bad Ideas",2,2,2007,43,7.5,529,8.7,67090
"Friday Night Lights","Are You Ready for Friday Night?",2,3,2007,43,7.7,517,8.7,67090
"Friday Night Lights","Backfire",2,4,2007,43,7.5,507,8.7,67090
"Friday Night Lights","Let's Get It On",2,5,2007,43,8.1,509,8.7,67090
"Friday Night Lights","How Did I Get Here",2,6,2007,43,7.9,499,8.7,67090
"Friday Night Lights","Pantherama!",2,7,2007,43,7.5,501,8.7,67090
"Friday Night Lights","Seeing Other People",2,8,2007,43,7.7,536,8.7,67090
"Friday Night Lights","The Confession",2,9,2007,43,7.9,493,8.7,67090
"Friday Night Lights","There Goes the Neighborhood",2,10,2008,43,8.3,499,8.7,67090
"Friday Night Lights","Jumping the Gun",2,11,2008,43,7.9,471,8.7,67090
"Friday Night Lights","Who Do You Think You Are?",2,12,2008,43,7.6,460,8.7,67090
"Friday Night Lights","Humble Pie",2,13,2008,43,7.8,442,8.7,67090
"Friday Night Lights","Leave No One Behind",2,14,2008,43,8.4,481,8.7,67090
"Friday Night Lights","May the Best Man Win",2,15,2008,43,7.8,478,8.7,67090
"Friday Night Lights","I Knew You When",3,1,2008,43,8.1,433,8.7,67090
"Friday Night Lights","Tami Knows Best",3,2,2008,42,7.9,418,8.7,67090
"Friday Night Lights","How the Other Half Lives",3,3,2008,43,8.2,408,8.7,67090
"Friday Night Lights","Hello, Goodbye",3,4,2008,43,8.7,494,8.7,67090
"Friday Night Lights","Every Rose Has Its Thorn",3,5,2008,43,7.8,400,8.7,67090
"Friday Night Lights","It Ain't Easy Being J.D. McCoy",3,6,2008,43,8.1,415,8.7,67090
"Friday Night Lights","Keeping Up Appearances",3,7,2008,43,8.1,409,8.7,67090
"Friday Night Lights","New York, New York",3,8,2008,43,8.5,445,8.7,67090
"Friday Night Lights","Game of the Week",3,9,2008,43,8.2,403,8.7,67090
"Friday Night Lights","The Giving Tree",3,10,2008,43,8.3,400,8.7,67090
"Friday Night Lights","A Hard Rain's Gonna Fall",3,11,2008,43,8.3,408,8.7,67090
"Friday Night Lights","Underdogs",3,12,2009,43,9.1,510,8.7,67090
"Friday Night Lights","Tomorrow Blues",3,13,2009,43,8.9,472,8.7,67090
"Friday Night Lights","East of Dillon",4,1,2009,43,8.5,477,8.7,67090
"Friday Night Lights","After the Fall",4,2,2009,43,8.2,413,8.7,67090
"Friday Night Lights","In the Skin of a Lion",4,3,2009,43,8.1,401,8.7,67090
"Friday Night Lights","A Sort of Homecoming",4,4,2009,43,8.5,415,8.7,67090
"Friday Night Lights","The Son",4,5,2009,43,9.5,962,8.7,67090
"Friday Night Lights","Stay",4,6,2009,43,8.4,423,8.7,67090
"Friday Night Lights","In the Bag",4,7,2009,43,8,391,8.7,67090
"Friday Night Lights","Toilet Bowl",4,8,2010,43,8.1,388,8.7,67090
"Friday Night Lights","The Lights in Carroll Park",4,9,2010,43,8,388,8.7,67090
"Friday Night Lights","I Can't",4,10,2010,43,8.1,390,8.7,67090
"Friday Night Lights","Injury List",4,11,2010,43,8.1,387,8.7,67090
"Friday Night Lights","Laboring",4,12,2010,43,8.7,413,8.7,67090
"Friday Night Lights","Thanksgiving",4,13,2010,43,9.1,516,8.7,67090
"Friday Night Lights","Expectations",5,1,2010,43,8,391,8.7,67090
"Friday Night Lights","On the Outside Looking In",5,2,2010,43,7.9,379,8.7,67090
"Friday Night Lights","The Right Hand of the Father",5,3,2010,43,8.3,399,8.7,67090
"Friday Night Lights","Keep Looking",5,4,2010,43,8.2,374,8.7,67090
"Friday Night Lights","Kingdom",5,5,2010,43,8.6,408,8.7,67090
"Friday Night Lights","Swerve",5,6,2010,43,8.1,371,8.7,67090
"Friday Night Lights","Perfect Record",5,7,2010,43,8.4,370,8.7,67090
"Friday Night Lights","Fracture",5,8,2011,43,7.9,381,8.7,67090
"Friday Night Lights","Gut Check",5,9,2011,43,8.4,369,8.7,67090
"Friday Night Lights","Don't Go",5,10,2011,43,8.6,387,8.7,67090
"Friday Night Lights","The March",5,11,2011,43,8.6,386,8.7,67090
"Friday Night Lights","Texas Whatever",5,12,2011,43,9,451,8.7,67090
"Friday Night Lights","Always",5,13,2011,61,9.6,1156,8.7,67090
"Dexter","Dexter",1,1,2006,53,8.7,9716,8.7,725618
"Dexter","Crocodile",1,2,2006,55,8.2,6534,8.7,725618
"Dexter","Popping Cherry",1,3,2006,51,8.2,6124,8.7,725618
"Dexter","Let's Give the Boy a Hand",1,4,2006,58,8.6,6010,8.7,725618
"Dexter","Love American Style",1,5,2006,56,8.4,5760,8.7,725618
"Dexter","Return to Sender",1,6,2006,53,8.9,6267,8.7,725618
"Dexter","Circle of Friends",1,7,2006,52,8.6,5658,8.7,725618
"Dexter","Shrink Wrap",1,8,2006,53,8.9,6406,8.7,725618
"Dexter","Father Knows Best",1,9,2006,55,8.5,5512,8.7,725618
"Dexter","Seeing Red",1,10,2006,56,9.1,6194,8.7,725618
"Dexter","Truth Be Told",1,11,2006,54,9.2,6315,8.7,725618
"Dexter","Born Free",1,12,2006,56,9.6,10704,8.7,725618
"Dexter","It's Alive!",2,1,2007,53,8.7,5573,8.7,725618
"Dexter","Waiting to Exhale",2,2,2007,56,8.5,5090,8.7,725618
"Dexter","An Inconvenient Lie",2,3,2007,52,8.6,5053,8.7,725618
"Dexter","See-Through",2,4,2007,53,8.3,4841,8.7,725618
"Dexter","The Dark Defender",2,5,2007,56,8.6,4978,8.7,725618
"Dexter","Dex, Lies, and Videotape",2,6,2007,53,8.5,4836,8.7,725618
"Dexter","That Night, a Forest Grew",2,7,2007,55,8.7,4931,8.7,725618
"Dexter","Morning Comes",2,8,2007,49,9,5178,8.7,725618
"Dexter","Resistance Is Futile",2,9,2007,50,9.3,5811,8.7,725618
"Dexter","There's Something About Harry",2,10,2007,55,8.9,4985,8.7,725618
"Dexter","Left Turn Ahead",2,11,2007,51,9,4977,8.7,725618
"Dexter","The British Invasion",2,12,2007,51,9.2,6051,8.7,725618
"Dexter","Our Father",3,1,2008,58,8.1,4774,8.7,725618
"Dexter","Finding Freebo",3,2,2008,49,8.4,4493,8.7,725618
"Dexter","The Lion Sleeps Tonight",3,3,2008,49,8.1,4359,8.7,725618
"Dexter","All in the Family",3,4,2008,54,8,4321,8.7,725618
"Dexter","Turning Biminese",3,5,2008,49,8.4,4288,8.7,725618
"Dexter","Sí Se Puede",3,6,2008,54,8.1,4231,8.7,725618
"Dexter","Easy As Pie",3,7,2008,58,8.4,4353,8.7,725618
"Dexter","The Damage A Man Can Do",3,8,2008,54,8.5,4267,8.7,725618
"Dexter","About Last Night",3,9,2008,51,8.7,4354,8.7,725618
"Dexter","Go Your Own Way",3,10,2008,50,9,4612,8.7,725618
"Dexter","I Had A Dream",3,11,2008,51,8.8,4431,8.7,725618
"Dexter","Do You Take Dexter Morgan?",3,12,2008,51,8.8,4751,8.7,725618
"Dexter","Living the Dream",4,1,2009,54,8.6,4872,8.7,725618
"Dexter","Remains to Be Seen",4,2,2009,49,8.6,4401,8.7,725618
"Dexter","Blinded by the Light",4,3,2009,51,8.2,4270,8.7,725618
"Dexter","Dex Takes A Holiday",4,4,2009,55,9.1,5079,8.7,725618
"Dexter","Dirty Harry",4,5,2009,49,8.9,4591,8.7,725618
"Dexter","If I Had a Hammer",4,6,2009,55,8.6,4318,8.7,725618
"Dexter","Slack Tide",4,7,2009,53,8.4,4240,8.7,725618
"Dexter","Road Kill",4,8,2009,54,8.5,4269,8.7,725618
"Dexter","Hungry Man",4,9,2009,51,9.4,6024,8.7,725618
"Dexter","Lost Boys",4,10,2009,57,9.1,5031,8.7,725618
"Dexter","Hello, Dexter Morgan",4,11,2009,51,9.5,6497,8.7,725618
"Dexter","The Getaway",4,12,2009,51,9.8,13830,8.7,725618
"Dexter","My Bad",5,1,2010,53,8.8,5307,8.7,725618
"Dexter","Hello Bandit",5,2,2010,50,8.1,4134,8.7,725618
"Dexter","Practically Perfect",5,3,2010,49,8.4,4064,8.7,725618
"Dexter","Beauty And The Beast",5,4,2010,51,8.4,4054,8.7,725618
"Dexter","First Blood",5,5,2010,50,7.9,3999,8.7,725618
"Dexter","Everything Is Illumenated",5,6,2010,49,8.7,4329,8.7,725618
"Dexter","Circle Us",5,7,2010,48,8.3,3966,8.7,725618
"Dexter","Take It!",5,8,2010,52,8.8,4193,8.7,725618
"Dexter","Teenage Wasteland",5,9,2010,55,8.9,4374,8.7,725618
"Dexter","In The Beginning",5,10,2010,53,8.9,4367,8.7,725618
"Dexter","Hop A Freighter",5,11,2010,47,8.8,4165,8.7,725618
"Dexter","The Big One",5,12,2010,56,8.8,4999,8.7,725618
"Dexter","Those Kinds of Things",6,1,2011,54,8.4,5197,8.7,725618
"Dexter","Once Upon a Time...",6,2,2011,53,8,4136,8.7,725618
"Dexter","Smokey and the Bandit",6,3,2011,50,8.1,4014,8.7,725618
"Dexter","A Horse of a Different Color",6,4,2011,52,8.4,4046,8.7,725618
"Dexter","The Angel of Death",6,5,2011,51,7.9,3941,8.7,725618
"Dexter","Just Let Go",6,6,2011,54,8.4,4071,8.7,725618
"Dexter","Nebraska",6,7,2011,52,7.7,4356,8.7,725618
"Dexter","Sin of Omission",6,8,2011,52,7.7,3871,8.7,725618
"Dexter","Get Gellar",6,9,2011,50,8.4,4240,8.7,725618
"Dexter","Ricochet Rabbit",6,10,2011,49,8,3863,8.7,725618
"Dexter","Talk to the Hand",6,11,2011,48,8.2,4010,8.7,725618
"Dexter","This Is the Way the World Ends",6,12,2011,51,9.1,6307,8.7,725618
"Dexter","Are You...?",7,1,2012,55,9.4,9046,8.7,725618
"Dexter","Sunshine and Frosty Swirl",7,2,2012,59,8.7,4874,8.7,725618
"Dexter","Buck the System",7,3,2012,56,8.6,4459,8.7,725618
"Dexter","Run",7,4,2012,54,8.8,5145,8.7,725618
"Dexter","Swim Deep",7,5,2012,57,8.4,4175,8.7,725618
"Dexter","Do the Wrong Thing",7,6,2012,54,8.2,4248,8.7,725618
"Dexter","Chemistry",7,7,2012,53,8.4,4182,8.7,725618
"Dexter","Argentina",7,8,2012,58,8.8,4906,8.7,725618
"Dexter","Helter Skelter",7,9,2012,57,8.5,4148,8.7,725618
"Dexter","The Dark...Whatever",7,10,2012,54,8.4,4016,8.7,725618
"Dexter","Do You See What I See?",7,11,2012,57,8.9,4453,8.7,725618
"Dexter","Surprise, Motherf**ker!",7,12,2012,56,9.3,7178,8.7,725618
"Dexter","A Beautiful Day",8,1,2013,53,8.5,6292,8.7,725618
"Dexter","Every Silver Lining...",8,2,2013,57,8,4386,8.7,725618
"Dexter","What's Eating Dexter Morgan?",8,3,2013,49,8,4247,8.7,725618
"Dexter","Scar Tissue",8,4,2013,50,8,4269,8.7,725618
"Dexter","This Little Piggy",8,5,2013,48,7.8,4157,8.7,725618
"Dexter","A Little Reflection",8,6,2013,55,7.7,4158,8.7,725618
"Dexter","Dress Code",8,7,2013,53,7.5,4267,8.7,725618
"Dexter","Are We There Yet?",8,8,2013,52,8,4560,8.7,725618
"Dexter","Make Your Own Kind of Music",8,9,2013,55,7.3,4488,8.7,725618
"Dexter","Goodbye Miami",8,10,2013,53,6.9,4984,8.7,725618
"Dexter","Monkey in a Box",8,11,2013,52,7.2,5283,8.7,725618
"Dexter","Remember the Monsters?",8,12,2013,56,4.7,21024,8.7,725618
"Mad Men","Smoke Gets in Your Eyes",1,1,2007,49,8.1,4795,8.7,239741
"Mad Men","Ladies Room",1,2,2007,47,7.5,3549,8.7,239741
"Mad Men","Marriage of Figaro",1,3,2007,45,7.6,3306,8.7,239741
"Mad Men","New Amsterdam",1,4,2007,46,7.9,3117,8.7,239741
"Mad Men","5G",1,5,2007,49,8.1,3046,8.7,239741
"Mad Men","Babylon",1,6,2007,47,7.9,3011,8.7,239741
"Mad Men","Red in the Face",1,7,2007,46,8,2882,8.7,239741
"Mad Men","The Hobo Code",1,8,2007,47,8.3,2999,8.7,239741
"Mad Men","Shoot",1,9,2007,46,8.2,2861,8.7,239741
"Mad Men","Long Weekend",1,10,2007,46,8.2,2768,8.7,239741
"Mad Men","Indian Summer",1,11,2007,46,8.1,2644,8.7,239741
"Mad Men","Nixon vs. Kennedy",1,12,2007,46,9,3220,8.7,239741
"Mad Men","The Wheel",1,13,2007,52,9,3465,8.7,239741
"Mad Men","For Those Who Think Young",2,1,2008,48,7.7,2512,8.7,239741
"Mad Men","Flight 1",2,2,2008,48,7.9,2428,8.7,239741
"Mad Men","The Benefactor",2,3,2008,48,7.8,2390,8.7,239741
"Mad Men","Three Sundays",2,4,2008,48,8.1,2383,8.7,239741
"Mad Men","The New Girl",2,5,2008,48,8.3,2421,8.7,239741
"Mad Men","Maidenform",2,6,2008,48,7.9,2302,8.7,239741
"Mad Men","The Gold Violin",2,7,2008,48,8.4,2395,8.7,239741
"Mad Men","A Night to Remember",2,8,2008,48,8.3,2350,8.7,239741
"Mad Men","Six Month Leave",2,9,2008,48,8.5,2372,8.7,239741
"Mad Men","The Inheritance",2,10,2008,48,7.9,2237,8.7,239741
"Mad Men","The Jet Set",2,11,2008,60,8.3,2501,8.7,239741
"Mad Men","The Mountain King",2,12,2008,48,8.5,2397,8.7,239741
"Mad Men","Meditations in an Emergency",2,13,2008,48,8.9,2639,8.7,239741
"Mad Men","Out of Town",3,1,2009,60,8.2,2316,8.7,239741
"Mad Men","Love Among the Ruins",3,2,2009,50,7.8,2138,8.7,239741
"Mad Men","My Old Kentucky Home",3,3,2009,50,8.1,2284,8.7,239741
"Mad Men","The Arrangements",3,4,2009,60,8,2139,8.7,239741
"Mad Men","The Fog",3,5,2009,60,8,2158,8.7,239741
"Mad Men","Guy Walks Into an Advertising Agency",3,6,2009,60,9.1,2932,8.7,239741
"Mad Men","Seven Twenty Three",3,7,2009,60,8.4,2217,8.7,239741
"Mad Men","Souvenir",3,8,2009,60,8,2119,8.7,239741
"Mad Men","Wee Small Hours",3,9,2009,60,8.2,2081,8.7,239741
"Mad Men","The Color Blue",3,10,2009,60,8.3,2140,8.7,239741
"Mad Men","The Gypsy and the Hobo",3,11,2009,60,9.2,2859,8.7,239741
"Mad Men","The Grown-Ups",3,12,2009,60,8.9,2473,8.7,239741
"Mad Men","Shut the Door. Have a Seat",3,13,2009,60,9.6,4470,8.7,239741
"Mad Men","Public Relations",4,1,2010,48,8.5,2375,8.7,239741
"Mad Men","Christmas Comes But Once a Year",4,2,2010,48,8.2,2131,8.7,239741
"Mad Men","The Good News",4,3,2010,48,8.6,2315,8.7,239741
"Mad Men","The Rejected",4,4,2010,48,8.2,2109,8.7,239741
"Mad Men","The Chrysanthemum and the Sword",4,5,2010,48,8.6,2211,8.7,239741
"Mad Men","Waldorf Stories",4,6,2010,48,8.6,2231,8.7,239741
"Mad Men","The Suitcase",4,7,2010,48,9.7,5662,8.7,239741
"Mad Men","The Summer Man",4,8,2010,48,8.6,2295,8.7,239741
"Mad Men","The Beautiful Girls",4,9,2010,48,8.8,2324,8.7,239741
"Mad Men","Hands and Knees",4,10,2010,48,8.7,2120,8.7,239741
"Mad Men","Chinese Wall",4,11,2010,48,8.3,1979,8.7,239741
"Mad Men","Blowing Smoke",4,12,2010,48,8.8,2163,8.7,239741
"Mad Men","Tomorrowland",4,13,2010,48,9,2503,8.7,239741
"Mad Men","A Little Kiss, Part 1",5,1,2012,48,8.5,2456,8.7,239741
"Mad Men","A Little Kiss, Part 2",5,2,2012,47,8.5,2182,8.7,239741
"Mad Men","Tea Leaves",5,3,2012,48,7.8,2068,8.7,239741
"Mad Men","Mystery Date",5,4,2012,48,8.6,2259,8.7,239741
"Mad Men","Signal 30",5,5,2012,48,9,2731,8.7,239741
"Mad Men","Far Away Places",5,6,2012,47,9.1,2990,8.7,239741
"Mad Men","At the Codfish Ball",5,7,2012,48,8.7,2273,8.7,239741
"Mad Men","Lady Lazarus",5,8,2012,48,8.2,2071,8.7,239741
"Mad Men","Dark Shadows",5,9,2012,48,8,1951,8.7,239741
"Mad Men","Christmas Waltz",5,10,2012,48,8.2,2058,8.7,239741
"Mad Men","The Other Woman",5,11,2012,48,9.4,3196,8.7,239741
"Mad Men","Commissions and Fees",5,12,2012,48,9.4,3028,8.7,239741
"Mad Men","The Phantom",5,13,2012,48,8.6,2296,8.7,239741
"Mad Men","The Doorway, Part 1",6,1,2013,48,7.6,2195,8.7,239741
"Mad Men","The Doorway, Part 2",6,2,2013,48,7.7,2029,8.7,239741
"Mad Men","Collaborators",6,3,2013,47,7.8,1977,8.7,239741
"Mad Men","To Have and to Hold",6,4,2013,48,8,1950,8.7,239741
"Mad Men","The Flood",6,5,2013,48,8.2,2062,8.7,239741
"Mad Men","For Immediate Release",6,6,2013,47,8.8,2372,8.7,239741
